,node_name,Count_Jan,Predicted_may,predicted_June,jun_cases,May_cases,Reduced_May,Reduced_Jun
524,"Tehran,Iran",2704,3178.6542820604564,8346.074218998405,2704,2704,3161.1713812424505,8284.069018855233
525,"Tel Aviv,Israel",6,19.960420060601745,64.29630055877648,6,6,8.305152848596578,22.959500463323018
526,"Telangana,India",192,224.32394106796102,587.7287255980582,1392,1323,224.32394106796102,587.7287255980582
527,"Tennessee,United States",590,692.5663514656464,1817.523840839993,590,590,689.6525346626441,1807.1896408161278
528,"Texas,United States",353,425.3792093865514,1126.4935285927656,353,353,413.7239421745478,1085.1567284973144
529,"Thanh Hoa,Vietnam",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
530,"Thanh pho Ho Chi Minh,Vietnam",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
531,"Thessaly and Central Greece,Greece",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
532,"Thimphu,Bhutan",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
533,"Thuringia,Germany",63,73.60629316292471,192.84848808686283,63,63,73.60629316292471,192.84848808686283
534,"Tianjin,China",112,130.85563228964395,342.8417565988671,112,112,130.85563228964395,342.8417565988671
535,"Tibet,China",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
536,"Ticino,Switzerland",176,205.6302793122977,538.75133179822,176,176,205.6302793122977,538.75133179822
537,"Tierra del Fuego,Argentina",39,45.565800529429595,119.38239738710539,39,39,45.565800529429595,119.38239738710539
538,"Timis,Romania",7,8.178477018102747,21.427609787429194,7,7,8.178477018102747,21.427609787429194
539,"Tlaxcala,Mexico",184,214.97711019012925,563.2400286981382,184,184,214.97711019012925,563.2400286981382
540,"Tokyo,Japan",112,163.23137454521387,457.66620130845996,112,112,134.0932065152008,354.3242010698259
541,"Toscana,Italy",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
542,"Transbaikalia,Russia",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
543,"Trentino-Alto Adige,Italy",1,7.643502310842952,26.02597605440852,1,1,1.8158687048403628,5.357576006681749
544,"Troms and Finnmark,Norway",1,7.643502310842952,26.02597605440852,1,1,1.8158687048403628,5.357576006681749
545,"Troms og Finnmark,Norway",22,25.70378491403721,67.3439164747775,22,22,25.70378491403721,67.3439164747775
546,"Troms,Norway",1,7.643502310842952,26.02597605440852,1,1,1.8158687048403628,5.357576006681749
547,"Trondelag,Norway",36,42.06073895024269,110.19913604963577,36,36,42.06073895024269,110.19913604963577
548,"Tucuman,Argentina",16,18.693661755663413,48.97739379983809,16,16,18.693661755663413,48.97739379983809
549,"Tyrol,Austria",703,821.3527633894616,2151.944240080389,703,703,821.3527633894616,2151.944240080389
550,"Tyumen,Russia",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
551,"Ulsan,South Korea",88,109.2902881072629,292.3405548410287,88,88,103.46265450126008,271.6721547933018
552,"Upper Austria,Austria",707,826.0261788283769,2164.188588530345,707,707,826.0261788283769,2164.188588530345
553,"Uppsala,Sweden",22,25.70378491403721,67.3439164747775,22,22,25.70378491403721,67.3439164747775
554,"Ural,Russia",10,11.683538597289632,30.61087112489883,10,10,11.683538597289632,30.61087112489883
555,"Usti nad Labem,Czech Republic",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
556,"Utah,United States",240,286.8800747860648,757.6257959394911,240,240,281.0524411800624,736.9573958917623
557,"Utrecht,Netherlands",305,388.7236694729039,1048.456014019009,305,305,359.5855014428917,945.1140137803765
558,"Uttar Pradesh,India",522,609.8807147785188,1597.8874727197192,1661,1661,609.8807147785188,1597.8874727197192
559,"Valais,Switzerland",10,11.683538597289632,30.61087112489883,10,10,11.683538597289632,30.61087112489883
560,"Valencian Community,Spain",788,920.6628414664233,2412.136644642028,788,788,920.6628414664233,2412.136644642028
561,"Valparaiso,Chile",108,126.18221685072805,330.5974081489075,108,108,126.18221685072805,330.5974081489075
562,"Varmland,Sweden",6,7.010123158373782,18.36652267493932,6,6,7.010123158373782,18.36652267493932
563,"Vasterbotten,Sweden",3,3.505061579186891,9.18326133746966,3,3,3.505061579186891,9.18326133746966
564,"Vasternorrland,Sweden",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
565,"Vastmanland,Sweden",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
566,"Vastra Gotaland,Sweden",42,49.07086210861645,128.56565872457494,42,42,49.07086210861645,128.56565872457494
567,"Vaud,Switzerland",56,78.37811304705006,217.3506561832712,56,56,66.72284583504478,176.01385608781715
568,"Veneto,Italy",98,114.4986782534384,299.9865370240085,98,98,114.4986782534384,299.9865370240085
569,"Veracruz,Mexico",395,464.7373488184984,1220.6118539044655,395,395,461.82353201549597,1210.2776538806002
570,"Vermont,United States",59,68.93287772400886,180.6041396369032,59,59,68.93287772400886,180.6041396369032
571,"Vestfold og Telemark,Norway",15,17.525307895934443,45.91630668734824,15,15,17.525307895934443,45.91630668734824
572,"Vestland,Norway",82,95.80501649777499,251.00914322417063,82,82,95.80501649777499,251.00914322417063
573,"Victoria,Australia",112,163.23137454521387,457.66620130845996,112,112,134.0932065152008,354.3242010698259
574,"Vienna,Austria",476,562.6115856821012,1480.0423544871057,476,476,556.7839520760976,1459.3739544393766
575,"Viken,Norway",167,195.115094574737,511.2015477858106,167,167,195.115094574737,511.2015477858106
576,"Vinh Phuc,Vietnam",22,25.70378491403721,67.3439164747775,22,22,25.70378491403721,67.3439164747775
577,"Virginia,United States",218,257.9387156464709,678.7994349937545,218,218,255.0248988434695,668.4652349698904
578,"Volga,Russia",18,21.030369475121343,55.099568024817884,18,18,21.030369475121343,55.099568024817884
579,"Vorarlberg,Austria",323,377.3782966924552,988.7311373342318,323,323,377.3782966924552,988.7311373342318
580,"Wakayama Prefecture,Japan",20,23.367077194579263,61.22174224979766,20,20,23.367077194579263,61.22174224979766
581,"Wales,United Kingdom",820,958.0501649777505,2510.091432241704,820,820,958.0501649777505,2510.091432241704
582,"Wallonia,Belgium",454,530.4326523169495,1389.7335490704088,454,454,530.4326523169495,1389.7335490704088
583,"Warmia-Masuria,Poland",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
584,"Washington,United States",2312,2714.184420595595,7123.163181960445,2312,2312,2702.5291533835843,7081.826381864998
585,"West Azarbaijan,Iran",20,23.367077194579263,61.22174224979766,20,20,23.367077194579263,61.22174224979766
586,"West Kazakhstan,Kazakhstan",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
587,"West Pomerania,Poland",7,8.178477018102747,21.427609787429194,7,7,8.178477018102747,21.427609787429194
588,"West Virginia,United States",13,15.188600176476529,39.79413246236851,13,13,15.188600176476529,39.79413246236851
589,"Western Australia,Australia",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
590,"Western Cape,South Africa",131,156.291929850051,412.4848562071336,131,131,153.37811304704962,402.1506561832698
591,"Wilayah Persekutuan Kuala Lumpur,Malaysia",12,20.495394767861523,59.697934291797225,12,12,14.66776116185895,39.02953424407042
592,"Wisconsin,United States",325,389.42772708858456,1029.3006449720908,325,325,380.68627667957946,998.2980449004973
593,"Wyoming,United States",24,28.040492633495127,73.46609069975727,24,24,28.040492633495127,73.46609069975727
594,"Xinjiang,China",94,109.82526281452259,287.7421885740491,94,94,109.82526281452259,287.7421885740491
595,"Yamaguchi,Japan",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
596,"Yamanashi,Japan",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
597,"Yazd,Iran",14,16.356954036205494,42.85521957485839,14,14,16.356954036205494,42.85521957485839
598,"Yucatan,Mexico",598,698.6756081179204,1830.5300932689502,598,598,698.6756081179204,1830.5300932689502
599,"Yunnan,China",274,349.2671255957483,942.07986906086,274,274,323.0427743687365,849.0720688460899
600,"Zacatecas,Mexico",82,95.80501649777499,251.00914322417063,82,82,95.80501649777499,251.00914322417063
601,"Zagreb City,Croatia",3,3.505061579186891,9.18326133746966,3,3,3.505061579186891,9.18326133746966
602,"Zanjan,Iran",30,35.050615791868886,91.83261337469648,30,30,35.050615791868886,91.83261337469648
603,"Zealand,Denmark",41,47.90250824888749,125.50457161208531,41,41,47.90250824888749,125.50457161208531
604,"Zeeland,Netherlands",56,65.42781614482197,171.42087829943355,56,56,65.42781614482197,171.42087829943355
605,"Zhejiang,China",2304,2698.3624412666404,7075.7095961185905,2304,2304,2692.5348076606415,7055.041196070881
606,"Zug,Switzerland",21,63.3863217609922,202.07216301379952,21,21,28.420520124976655,78.06176272743875
607,"Zuid-Holland,Netherlands",2,31.47487574947084,109.46417446361377,2,2,5.250524522459216,16.45637424884314
608,"Zurich,Switzerland",59,91.5958973029079,260.9812509336187,59,59,71.19917968189857,188.6418507665739
